Wavelength (nm)	Spectral irradiance (W m-2 nm-1)	Cumulative photon flux (cm-2 s-1)
2075	0.1009575	5.28844E+17
2076	0.10066	5.28949E+17
2077	0.10032	5.29054E+17
2078	0.09998	5.29159E+17
2079	0.09964	5.29263E+17
2080	0.0993175	5.29367E+17
2081	0.0991	5.29471E+17
2082	0.0989	5.29574E+17
2083	0.0987	5.29678E+17
2084	0.0985	5.29781E+17
2085	0.098305	5.29884E+17
2086	0.09814	5.29987E+17
2087	0.09798	5.3009E+17
2088	0.09782	5.30193E+17
2089	0.09766	5.30295E+17
2090	0.0974825	5.30398E+17
2091	0.0972	5.305E+17
2092	0.0969	5.30602E+17
2093	0.0966	5.30704E+17
2094	0.0963	5.30805E+17
2095	0.0960425	5.30906E+17
2096	0.09604	5.31008E+17
2097	0.09608	5.31109E+17
2098	0.09612	5.3121E+17
2099	0.09616	5.31312E+17
2100	0.096185	5.31414E+17
2101	0.09612	5.31515E+17
2102	0.09604	5.31617E+17
2103	0.09596	5.31718E+17
2104	0.09588	5.3182E+17
2105	0.09578	5.31921E+17
2106	0.09556	5.32022E+17
2107	0.09532	5.32124E+17
2108	0.09508	5.32224E+17
2109	0.09484	5.32325E+17
2110	0.0946125	5.32425E+17
2111	0.09446	5.32526E+17
2112	0.09432	5.32626E+17
2113	0.09418	5.32726E+17
2114	0.09404	5.32826E+17
2115	0.0938975	5.32926E+17
2116	0.09374	5.33026E+17
2117	0.09358	5.33125E+17
2118	0.09342	5.33225E+17
2119	0.09326	5.33324E+17
2120	0.0930975	5.33424E+17
2121	0.09292	5.33523E+17
2122	0.09274	5.33622E+17
2123	0.09256	5.33721E+17
2124	0.09238	5.33819E+17
2125	0.0922275	5.33918E+17
2126	0.09224	5.34017E+17
2127	0.09228	5.34115E+17
2128	0.09232	5.34214E+17
2129	0.09236	5.34313E+17
2130	0.0923625	5.34412E+17
2131	0.09214	5.34511E+17
2132	0.09188	5.3461E+17
2133	0.09162	5.34708E+17
2134	0.09136	5.34806E+17
2135	0.0911325	5.34904E+17
2136	0.0911	5.35002E+17
2137	0.0911	5.351E+17
2138	0.0911	5.35198E+17
2139	0.0911	5.35296E+17
2140	0.09107	5.35394E+17
2141	0.09086	5.35492E+17
2142	0.09062	5.35589E+17
2143	0.09038	5.35687E+17
2144	0.09014	5.35784E+17
2145	0.089925	5.35881E+17
2146	0.08986	5.35978E+17
2147	0.08982	5.36075E+17
2148	0.08978	5.36172E+17
2149	0.08974	5.36269E+17
2150	0.089685	5.36366E+17
2151	0.08954	5.36463E+17
2152	0.08938	5.3656E+17
2153	0.08922	5.36656E+17
2154	0.08906	5.36753E+17
2155	0.088895	5.36849E+17
2156	0.0887	5.36946E+17
2157	0.0885	5.37042E+17
2158	0.0883	5.37137E+17
2159	0.0881	5.37233E+17
2160	0.0877775	5.37328E+17
2161	0.08672	5.37423E+17
2162	0.08554	5.37516E+17
2163	0.08436	5.37608E+17
2164	0.08318	5.37698E+17
2165	0.0822325	5.37788E+17
2166	0.08268	5.37878E+17
2167	0.08336	5.37969E+17
2168	0.08404	5.3806E+17
2169	0.08472	5.38153E+17
2170	0.085325	5.38246E+17
2171	0.08548	5.38339E+17
2172	0.08556	5.38433E+17
2173	0.08564	5.38526E+17
2174	0.08572	5.3862E+17
2175	0.08576	5.38714E+17
2176	0.08556	5.38808E+17
2177	0.08532	5.38901E+17
2178	0.08508	5.38994E+17
2179	0.08484	5.39087E+17
2180	0.0846325	5.3918E+17
2181	0.08462	5.39273E+17
2182	0.08464	5.39366E+17
2183	0.08466	5.39459E+17
2184	0.08468	5.39552E+17
2185	0.0846575	5.39645E+17
2186	0.08438	5.39738E+17
2187	0.08406	5.3983E+17
2188	0.08374	5.39923E+17
2189	0.08342	5.40014E+17
2190	0.08315	5.40106E+17
2191	0.08318	5.40198E+17
2192	0.08326	5.4029E+17
2193	0.08334	5.40381E+17
2194	0.08342	5.40474E+17
2195	0.0834725	5.40566E+17
2196	0.08336	5.40658E+17
2197	0.08322	5.4075E+17
2198	0.08308	5.40842E+17
2199	0.08294	5.40933E+17
2200	0.08277	5.41025E+17
2201	0.08242	5.41116E+17
2202	0.08204	5.41207E+17
2203	0.08166	5.41298E+17
2204	0.08128	5.41388E+17
2205	0.080945	5.41478E+17
2206	0.08088	5.41567E+17
2207	0.08086	5.41657E+17
2208	0.08084	5.41747E+17
2209	0.08082	5.41837E+17
2210	0.0807925	5.41927E+17
2211	0.08072	5.42016E+17
2212	0.08064	5.42106E+17
2213	0.08056	5.42196E+17
2214	0.08048	5.42286E+17
2215	0.0804	5.42375E+17
2216	0.08032	5.42465E+17
2217	0.08024	5.42554E+17
2218	0.08016	5.42644E+17
2219	0.08008	5.42733E+17
2220	0.07998	5.42822E+17
2221	0.07976	5.42911E+17
2222	0.07952	5.43E+17
2223	0.07928	5.43089E+17
2224	0.07904	5.43177E+17
2225	0.07882	5.43266E+17
2226	0.07872	5.43354E+17
2227	0.07864	5.43442E+17
2228	0.07856	5.4353E+17
2229	0.07848	5.43618E+17
2230	0.0783975	5.43706E+17
2231	0.0783	5.43794E+17
2232	0.0782	5.43882E+17
2233	0.0781	5.43969E+17
2234	0.078	5.44057E+17
2235	0.0778775	5.44145E+17
2236	0.07762	5.44232E+17
2237	0.07734	5.44319E+17
2238	0.07706	5.44406E+17
2239	0.07678	5.44492E+17
2240	0.07653	5.44579E+17
2241	0.07646	5.44665E+17
2242	0.07642	5.44751E+17
2243	0.07638	5.44837E+17
2244	0.07634	5.44923E+17
2245	0.0762825	5.45009E+17
2246	0.07612	5.45095E+17
2247	0.07594	5.45181E+17
2248	0.07576	5.45267E+17
2249	0.07558	5.45352E+17
2250	0.075395	5.45438E+17
2251	0.07518	5.45523E+17
2252	0.07496	5.45608E+17
2253	0.07474	5.45693E+17
2254	0.07452	5.45777E+17
2255	0.0743225	5.45861E+17
2256	0.07426	5.45946E+17
2257	0.07422	5.4603E+17
2258	0.07418	5.46114E+17
2259	0.07414	5.46199E+17
2260	0.074085	5.46283E+17
2261	0.07394	5.46367E+17
2262	0.07378	5.46451E+17
2263	0.07362	5.46535E+17
2264	0.07346	5.46618E+17
2265	0.073315	5.46702E+17
2266	0.07326	5.46785E+17
2267	0.07322	5.46869E+17
2268	0.07318	5.46952E+17
2269	0.07314	5.47036E+17
2270	0.0730925	5.47119E+17
2271	0.073	5.47203E+17
2272	0.0729	5.47286E+17
2273	0.0728	5.47369E+17
2274	0.0727	5.47453E+17
2275	0.0725825	5.47536E+17
2276	0.07236	5.47618E+17
2277	0.07212	5.47701E+17
2278	0.07188	5.47783E+17
2279	0.07164	5.47866E+17
2280	0.07143	5.47948E+17
2281	0.0714	5.48029E+17
2282	0.0714	5.48111E+17
2283	0.0714	5.48193E+17
2284	0.0714	5.48275E+17
2285	0.071395	5.48358E+17
2286	0.07136	5.4844E+17
2287	0.07132	5.48522E+17
2288	0.07128	5.48604E+17
2289	0.07124	5.48686E+17
2290	0.0711575	5.48768E+17
2291	0.07082	5.48849E+17
2292	0.07044	5.48931E+17
2293	0.07006	5.49011E+17
2294	0.06968	5.49092E+17
2295	0.069355	5.49172E+17
2296	0.06936	5.49252E+17
2297	0.06942	5.49332E+17
2298	0.06948	5.49413E+17
2299	0.06954	5.49493E+17
2300	0.0695875	5.49574E+17
2301	0.06956	5.49654E+17
2302	0.06952	5.49735E+17
2303	0.06948	5.49815E+17
2304	0.06944	5.49896E+17
2305	0.0693925	5.49976E+17
2306	0.0693	5.50056E+17
2307	0.0692	5.50137E+17
2308	0.0691	5.50217E+17
2309	0.069	5.50297E+17
2310	0.068895	5.50377E+17
2311	0.06876	5.50457E+17
2312	0.06862	5.50537E+17
2313	0.06848	5.50617E+17
2314	0.06834	5.50696E+17
2315	0.0682025	5.50776E+17
2316	0.06808	5.50855E+17
2317	0.06796	5.50934E+17
2318	0.06784	5.51013E+17
2319	0.06772	5.51092E+17
2320	0.067565	5.51171E+17
2321	0.0672	5.5125E+17
2322	0.0668	5.51328E+17
2323	0.0664	5.51405E+17
2324	0.066	5.51482E+17
2325	0.065665	5.51559E+17
2326	0.06572	5.51636E+17
2327	0.06584	5.51713E+17
2328	0.06596	5.51791E+17
2329	0.06608	5.51868E+17
2330	0.0661725	5.51946E+17
2331	0.0661	5.52023E+17
2332	0.066	5.521E+17
2333	0.0659	5.52178E+17
2334	0.0658	5.52255E+17
2335	0.0657	5.52332E+17
2336	0.0656	5.52409E+17
2337	0.0655	5.52486E+17
2338	0.0654	5.52563E+17
2339	0.0653	5.5264E+17
2340	0.06521	5.52717E+17
2341	0.06518	5.52794E+17
2342	0.06516	5.5287E+17
2343	0.06514	5.52947E+17
2344	0.06512	5.53024E+17
2345	0.0650825	5.53101E+17
2346	0.06494	5.53177E+17
2347	0.06478	5.53254E+17
2348	0.06462	5.5333E+17
2349	0.06446	5.53406E+17
2350	0.0642775	5.53482E+17
2351	0.06396	5.53558E+17
2352	0.06362	5.53633E+17
2353	0.06328	5.53708E+17
2354	0.06294	5.53783E+17
2355	0.062655	5.53857E+17
2356	0.0627	5.53931E+17
2357	0.0628	5.54006E+17
2358	0.0629	5.5408E+17
2359	0.063	5.54155E+17
2360	0.063085	5.5423E+17
2361	0.06308	5.54305E+17
2362	0.06306	5.5438E+17
2363	0.06304	5.54455E+17
2364	0.06302	5.5453E+17
2365	0.0629875	5.54605E+17
2366	0.06288	5.5468E+17
2367	0.06276	5.54754E+17
2368	0.06264	5.54829E+17
2369	0.06252	5.54904E+17
2370	0.06239	5.54978E+17
2371	0.0622	5.55052E+17
2372	0.062	5.55126E+17
2373	0.0618	5.552E+17
2374	0.0616	5.55274E+17
2375	0.061435	5.55347E+17
2376	0.06148	5.5542E+17
2377	0.06156	5.55494E+17
2378	0.06164	5.55568E+17
2379	0.06172	5.55642E+17
2380	0.0617225	5.55716E+17
2381	0.06126	5.55789E+17
2382	0.06072	5.55862E+17
2383	0.06018	5.55934E+17
2384	0.05964	5.56005E+17
2385	0.0592	5.56076E+17
2386	0.05936	5.56148E+17
2387	0.05962	5.56219E+17
2388	0.05988	5.56291E+17
2389	0.06014	5.56363E+17
2390	0.06036	5.56436E+17
2391	0.06034	5.56509E+17
2392	0.06028	5.56581E+17
2393	0.06022	5.56654E+17
2394	0.06016	5.56726E+17
2395	0.0600975	5.56799E+17
2396	0.06002	5.56871E+17
2397	0.05994	5.56943E+17
2398	0.05986	5.57015E+17
2399	0.05978	5.57088E+17
2400	0.0597025	5.5716E+17
2401	0.05964	5.57232E+17
2402	0.05958	5.57304E+17
2403	0.05952	5.57376E+17
2404	0.05946	5.57448E+17
2405	0.0594025	5.57519E+17
2406	0.05936	5.57591E+17
2407	0.05932	5.57663E+17
2408	0.05928	5.57735E+17
2409	0.05924	5.57807E+17
2410	0.05915	5.57878E+17
2411	0.05876	5.5795E+17
2412	0.05832	5.58021E+17
2413	0.05788	5.58091E+17
2414	0.05744	5.58161E+17
2415	0.057075	5.5823E+17
2416	0.05716	5.58299E+17
2417	0.05732	5.58369E+17
2418	0.05748	5.58439E+17
2419	0.05764	5.58509E+17
2420	0.0577675	5.58579E+17
2421	0.0577	5.5865E+17
2422	0.0576	5.5872E+17
2423	0.0575	5.5879E+17
2424	0.0574	5.5886E+17
2425	0.05731	5.5893E+17
2426	0.05728	5.59E+17
2427	0.05726	5.5907E+17
2428	0.05724	5.5914E+17
2429	0.05722	5.5921E+17
2430	0.057185	5.5928E+17
2431	0.05706	5.59349E+17
2432	0.05692	5.59419E+17
2433	0.05678	5.59488E+17
2434	0.05664	5.59558E+17
2435	0.0565125	5.59627E+17
2436	0.05646	5.59696E+17
2437	0.05642	5.59765E+17
2438	0.05638	5.59835E+17
2439	0.05634	5.59904E+17
2440	0.0562875	5.59973E+17
2441	0.05616	5.60042E+17
2442	0.05602	5.60111E+17
2443	0.05588	5.60179E+17
2444	0.05574	5.60248E+17
2445	0.0555925	5.60316E+17
2446	0.0554	5.60384E+17
2447	0.0552	5.60452E+17
2448	0.055	5.6052E+17
2449	0.0548	5.60588E+17
2450	0.054615	5.60655E+17
2451	0.05452	5.60722E+17
2452	0.05444	5.60789E+17
2453	0.05436	5.60856E+17
2454	0.05428	5.60923E+17
2455	0.0542175	5.6099E+17
2456	0.05426	5.61057E+17
2457	0.05432	5.61125E+17
2458	0.05438	5.61192E+17
2459	0.05444	5.61259E+17
2460	0.0544875	5.61327E+17
2461	0.05446	5.61394E+17
2462	0.05442	5.61461E+17
2463	0.05438	5.61529E+17
2464	0.05434	5.61596E+17
2465	0.0542825	5.61663E+17
2466	0.05412	5.61731E+17
2467	0.05394	5.61798E+17
2468	0.05376	5.61864E+17
2469	0.05358	5.61931E+17
2470	0.0534225	5.61997E+17
2471	0.0534	5.62064E+17
2472	0.0534	5.6213E+17
2473	0.0534	5.62196E+17
2474	0.0534	5.62263E+17
2475	0.0533675	5.62329E+17
2476	0.05314	5.62396E+17
2477	0.05288	5.62461E+17
2478	0.05262	5.62527E+17
2479	0.05236	5.62592E+17
2480	0.052125	5.62657E+17
2481	0.05204	5.62722E+17
2482	0.05198	5.62787E+17
2483	0.05192	5.62852E+17
2484	0.05186	5.62917E+17
2485	0.0518175	5.62982E+17
2486	0.05188	5.63047E+17
2487	0.05196	5.63112E+17
2488	0.05204	5.63177E+17
2489	0.05212	5.63242E+17
2490	0.0521075	5.63307E+17
2491	0.05154	5.63372E+17
2492	0.05088	5.63436E+17
2493	0.05022	5.63499E+17
2494	0.04956	5.63561E+17
2495	0.049045	5.63622E+17
2496	0.0494	5.63684E+17
2497	0.0499	5.63747E+17
2498	0.0504	5.63811E+17
2499	0.0509	5.63874E+17
2500	0.0513225	5.63939E+17
2501	0.05128	5.64004E+17
2502	0.05116	5.64068E+17
2503	0.05104	5.64132E+17
2504	0.05092	5.64196E+17
2505	0.050785	5.6426E+17
2506	0.05056	5.64324E+17
2507	0.05032	5.64388E+17
2508	0.05008	5.64451E+17
2509	0.04984	5.64514E+17
2510	0.04961	5.64576E+17
2511	0.04944	5.64639E+17
2512	0.04928	5.64701E+17
2513	0.04912	5.64763E+17
2514	0.04896	5.64825E+17
2515	0.0488025	5.64887E+17
2516	0.04866	5.64948E+17
2517	0.04852	5.6501E+17
2518	0.04838	5.65071E+17
2519	0.04824	5.65132E+17
2520	0.0481075	5.65193E+17
2521	0.04802	5.65254E+17
2522	0.04794	5.65315E+17
2523	0.04786	5.65376E+17
2524	0.04778	5.65436E+17
2525	0.04771	5.65497E+17
2526	0.0477	5.65558E+17
2527	0.0477	5.65618E+17
2528	0.0477	5.65679E+17
2529	0.0477	5.6574E+17
2530	0.047685	5.658E+17
2531	0.04758	5.65861E+17
2532	0.04746	5.65921E+17
2533	0.04734	5.65982E+17
2534	0.04722	5.66042E+17
2535	0.0471075	5.66102E+17
2536	0.04704	5.66162E+17
2537	0.04698	5.66222E+17
2538	0.04692	5.66282E+17
2539	0.04686	5.66342E+17
2540	0.0468025	5.66402E+17
2541	0.04676	5.66461E+17
2542	0.04672	5.66521E+17
2543	0.04668	5.66581E+17
2544	0.04664	5.66641E+17
2545	0.0465975	5.667E+17
2546	0.04654	5.6676E+17
2547	0.04648	5.66819E+17
2548	0.04642	5.66879E+17
2549	0.04636	5.66938E+17
2550	0.0462975	5.66998E+17
2551	0.04622	5.67057E+17
2552	0.04614	5.67116E+17
2553	0.04606	5.67175E+17
2554	0.04598	5.67235E+17
2555	0.0458975	5.67294E+17
2556	0.0458	5.67352E+17
2557	0.0457	5.67411E+17
2558	0.0456	5.6747E+17
2559	0.0455	5.67528E+17
2560	0.0454075	5.67587E+17
2561	0.04536	5.67645E+17
2562	0.04532	5.67704E+17
2563	0.04528	5.67762E+17
2564	0.04524	5.67821E+17
2565	0.0451975	5.67879E+17
2566	0.04514	5.67937E+17
2567	0.04508	5.67995E+17
2568	0.04502	5.68054E+17
2569	0.04496	5.68112E+17
2570	0.0448975	5.6817E+17
2571	0.04482	5.68228E+17
2572	0.04474	5.68286E+17
2573	0.04466	5.68343E+17
2574	0.04458	5.68401E+17
2575	0.0445	5.68459E+17
2576	0.04442	5.68516E+17
2577	0.04434	5.68574E+17
2578	0.04426	5.68631E+17
2579	0.04418	5.68689E+17
2580	0.04409	5.68746E+17
2581	0.04394	5.68803E+17
2582	0.04378	5.6886E+17
2583	0.04362	5.68916E+17
2584	0.04346	5.68973E+17
2585	0.0433225	5.69029E+17
2586	0.04332	5.69086E+17
2587	0.04334	5.69142E+17
2588	0.04336	5.69198E+17
2589	0.04338	5.69255E+17
2590	0.0433875	5.69311E+17
2591	0.04332	5.69368E+17
2592	0.04324	5.69424E+17
2593	0.04316	5.69481E+17
2594	0.04308	5.69537E+17
2595	0.0430075	5.69593E+17
2596	0.04298	5.69649E+17
2597	0.04296	5.69705E+17
2598	0.04294	5.69761E+17
2599	0.04292	5.69818E+17
2600	0.0429	5.69874E+17
2601	0.04288	5.6993E+17
2602	0.04286	5.69986E+17
2603	0.04284	5.70042E+17
2604	0.04282	5.70098E+17
2605	0.042795	5.70154E+17
2606	0.04274	5.7021E+17
2607	0.04268	5.70266E+17
2608	0.04262	5.70322E+17
2609	0.04256	5.70378E+17
2610	0.0425025	5.70434E+17
2611	0.04246	5.7049E+17
2612	0.04242	5.70545E+17
2613	0.04238	5.70601E+17
2614	0.04234	5.70657E+17
2615	0.042295	5.70712E+17
2616	0.04222	5.70768E+17
2617	0.04214	5.70823E+17
2618	0.04206	5.70879E+17
2619	0.04198	5.70934E+17
2620	0.0418775	5.70989E+17
2621	0.04164	5.71044E+17
2622	0.04138	5.71099E+17
2623	0.04112	5.71153E+17
2624	0.04086	5.71207E+17
2625	0.0406475	5.71261E+17
2626	0.04072	5.71314E+17
2627	0.04084	5.71368E+17
2628	0.04096	5.71423E+17
2629	0.04108	5.71477E+17
2630	0.04118	5.71531E+17
2631	0.04116	5.71586E+17
2632	0.04112	5.7164E+17
2633	0.04108	5.71695E+17
2634	0.04104	5.71749E+17
2635	0.040985	5.71803E+17
2636	0.04084	5.71858E+17
2637	0.04068	5.71912E+17
2638	0.04052	5.71965E+17
2639	0.04036	5.72019E+17
2640	0.04022	5.72072E+17
2641	0.0402	5.72126E+17
2642	0.0402	5.72179E+17
2643	0.0402	5.72233E+17
2644	0.0402	5.72286E+17
2645	0.040195	5.7234E+17
2646	0.04016	5.72393E+17
2647	0.04012	5.72447E+17
2648	0.04008	5.725E+17
2649	0.04004	5.72553E+17
2650	0.039995	5.72607E+17
2651	0.03992	5.7266E+17
2652	0.03984	5.72713E+17
2653	0.03976	5.72766E+17
2654	0.03968	5.72819E+17
2655	0.0396075	5.72872E+17
2656	0.03958	5.72925E+17
2657	0.03956	5.72978E+17
2658	0.03954	5.73031E+17
2659	0.03952	5.73083E+17
2660	0.03949	5.73136E+17
2661	0.0394	5.73189E+17
2662	0.0393	5.73242E+17
2663	0.0392	5.73294E+17
2664	0.0391	5.73347E+17
2665	0.039015	5.73399E+17
2666	0.03902	5.73451E+17
2667	0.03904	5.73504E+17
2668	0.03906	5.73556E+17
2669	0.03908	5.73609E+17
2670	0.039085	5.73661E+17
2671	0.039	5.73713E+17
2672	0.0389	5.73766E+17
2673	0.0388	5.73818E+17
2674	0.0387	5.7387E+17
2675	0.0386075	5.73922E+17
2676	0.03856	5.73974E+17
2677	0.03852	5.74026E+17
2678	0.03848	5.74078E+17
2679	0.03844	5.74129E+17
2680	0.0384	5.74181E+17
2681	0.03836	5.74233E+17
2682	0.03832	5.74285E+17
2683	0.03828	5.74336E+17
2684	0.03824	5.74388E+17
2685	0.038195	5.7444E+17
2686	0.03812	5.74491E+17
2687	0.03804	5.74542E+17
2688	0.03796	5.74594E+17
2689	0.03788	5.74645E+17
2690	0.0378025	5.74696E+17
2691	0.03774	5.74747E+17
2692	0.03768	5.74798E+17
2693	0.03762	5.74849E+17
2694	0.03756	5.749E+17
2695	0.0374975	5.74951E+17
2696	0.03742	5.75002E+17
2697	0.03734	5.75052E+17
2698	0.03726	5.75103E+17
2699	0.03718	5.75154E+17
2700	0.037105	5.75204E+17
2701	0.03706	5.75254E+17
2702	0.03702	5.75305E+17
2703	0.03698	5.75355E+17
2704	0.03694	5.75405E+17
2705	0.0369	5.75455E+17
2706	0.03686	5.75506E+17
2707	0.03682	5.75556E+17
2708	0.03678	5.75606E+17
2709	0.03674	5.75656E+17
2710	0.0367025	5.75706E+17
2711	0.03668	5.75756E+17
2712	0.03666	5.75806E+17
2713	0.03664	5.75856E+17
2714	0.03662	5.75906E+17
2715	0.0365975	5.75956E+17
2716	0.03656	5.76006E+17
2717	0.03652	5.76056E+17
2718	0.03648	5.76106E+17
2719	0.03644	5.76156E+17
2720	0.0363975	5.76205E+17
2721	0.03634	5.76255E+17
2722	0.03628	5.76305E+17
2723	0.03622	5.76354E+17
2724	0.03616	5.76404E+17
2725	0.036105	5.76453E+17
2726	0.03608	5.76503E+17
2727	0.03606	5.76552E+17
2728	0.03604	5.76602E+17
2729	0.03602	5.76651E+17
2730	0.035995	5.76701E+17
2731	0.03594	5.7675E+17
2732	0.03588	5.76799E+17
2733	0.03582	5.76849E+17
2734	0.03576	5.76898E+17
2735	0.0357025	5.76947E+17
2736	0.03566	5.76996E+17
2737	0.03562	5.77045E+17
2738	0.03558	5.77094E+17
2739	0.03554	5.77143E+17
2740	0.0355025	5.77192E+17
2741	0.03548	5.77241E+17
2742	0.03546	5.7729E+17
2743	0.03544	5.77339E+17
2744	0.03542	5.77388E+17
2745	0.0353975	5.77437E+17
2746	0.03536	5.77485E+17
2747	0.03532	5.77534E+17
2748	0.03528	5.77583E+17
2749	0.03524	5.77632E+17
2750	0.0351975	5.77681E+17
2751	0.03514	5.77729E+17
2752	0.03508	5.77778E+17
2753	0.03502	5.77826E+17
2754	0.03496	5.77875E+17
2755	0.0349	5.77923E+17
2756	0.03484	5.77971E+17
2757	0.03478	5.7802E+17
2758	0.03472	5.78068E+17
2759	0.03466	5.78116E+17
2760	0.0346025	5.78164E+17
2761	0.03456	5.78212E+17
2762	0.03452	5.7826E+17
2763	0.03448	5.78308E+17
2764	0.03444	5.78356E+17
2765	0.0344025	5.78404E+17
2766	0.03438	5.78451E+17
2767	0.03436	5.78499E+17
2768	0.03434	5.78547E+17
2769	0.03432	5.78595E+17
2770	0.0342925	5.78643E+17
2771	0.03422	5.7869E+17
2772	0.03414	5.78738E+17
2773	0.03406	5.78785E+17
2774	0.03398	5.78833E+17
2775	0.0339025	5.7888E+17
2776	0.03384	5.78928E+17
2777	0.03378	5.78975E+17
2778	0.03372	5.79022E+17
2779	0.03366	5.79069E+17
2780	0.0336025	5.79116E+17
2781	0.03356	5.79163E+17
2782	0.03352	5.7921E+17
2783	0.03348	5.79257E+17
2784	0.03344	5.79303E+17
2785	0.0334	5.7935E+17
2786	0.03336	5.79397E+17
2787	0.03332	5.79444E+17
2788	0.03328	5.7949E+17
2789	0.03324	5.79537E+17
2790	0.0331975	5.79584E+17
2791	0.03314	5.7963E+17
2792	0.03308	5.79677E+17
2793	0.03302	5.79723E+17
2794	0.03296	5.79769E+17
2795	0.032905	5.79816E+17
2796	0.03288	5.79862E+17
2797	0.03286	5.79908E+17
2798	0.03284	5.79954E+17
2799	0.03282	5.80001E+17
2800	0.032795	5.80047E+17
2801	0.03274	5.80093E+17
2802	0.03268	5.80139E+17
2803	0.03262	5.80185E+17
2804	0.03256	5.80231E+17
2805	0.032505	5.80277E+17
2806	0.03248	5.80323E+17
2807	0.03246	5.80369E+17
2808	0.03244	5.80414E+17
2809	0.03242	5.8046E+17
2810	0.0324	5.80506E+17
2811	0.03238	5.80552E+17
2812	0.03236	5.80598E+17
2813	0.03234	5.80643E+17
2814	0.03232	5.80689E+17
2815	0.0322975	5.80735E+17
2816	0.03226	5.8078E+17
2817	0.03222	5.80826E+17
2818	0.03218	5.80872E+17
2819	0.03214	5.80917E+17
2820	0.0320975	5.80963E+17
2821	0.03204	5.81008E+17
2822	0.03198	5.81054E+17
2823	0.03192	5.81099E+17
2824	0.03186	5.81144E+17
2825	0.031805	5.8119E+17
2826	0.03178	5.81235E+17
2827	0.03176	5.8128E+17
2828	0.03174	5.81325E+17
2829	0.03172	5.8137E+17
2830	0.0316975	5.81415E+17
2831	0.03166	5.8146E+17
2832	0.03162	5.81506E+17
2833	0.03158	5.81551E+17
2834	0.03154	5.81595E+17
2835	0.0314975	5.8164E+17
2836	0.03144	5.81685E+17
2837	0.03138	5.8173E+17
2838	0.03132	5.81775E+17
2839	0.03126	5.81819E+17
2840	0.0312025	5.81864E+17
2841	0.03116	5.81909E+17
2842	0.03112	5.81953E+17
2843	0.03108	5.81997E+17
2844	0.03104	5.82042E+17
2845	0.0309975	5.82086E+17
2846	0.03094	5.82131E+17
2847	0.03088	5.82175E+17
2848	0.03082	5.82219E+17
2849	0.03076	5.82263E+17
2850	0.0307	5.82307E+17
2851	0.03064	5.82351E+17
2852	0.03058	5.82395E+17
2853	0.03052	5.82439E+17
2854	0.03046	5.82482E+17
2855	0.0304025	5.82526E+17
2856	0.03036	5.8257E+17
2857	0.03032	5.82613E+17
2858	0.03028	5.82657E+17
2859	0.03024	5.827E+17
2860	0.0302	5.82744E+17
2861	0.03016	5.82787E+17
2862	0.03012	5.82831E+17
2863	0.03008	5.82874E+17
2864	0.03004	5.82917E+17
2865	0.029995	5.8296E+17
2866	0.02992	5.83004E+17
2867	0.02984	5.83047E+17
2868	0.02976	5.8309E+17
2869	0.02968	5.83132E+17
2870	0.029605	5.83175E+17
2871	0.02956	5.83218E+17
2872	0.02952	5.8326E+17
2873	0.02948	5.83303E+17
2874	0.02944	5.83346E+17
2875	0.029405	5.83388E+17
2876	0.0294	5.83431E+17
2877	0.0294	5.83473E+17
2878	0.0294	5.83516E+17
2879	0.0294	5.83558E+17
2880	0.029395	5.83601E+17
2881	0.02936	5.83644E+17
2882	0.02932	5.83686E+17
2883	0.02928	5.83729E+17
2884	0.02924	5.83771E+17
2885	0.0292025	5.83813E+17
2886	0.02918	5.83856E+17
2887	0.02916	5.83898E+17
2888	0.02914	5.8394E+17
2889	0.02912	5.83983E+17
2890	0.0291	5.84025E+17
2891	0.02908	5.84067E+17
2892	0.02906	5.8411E+17
2893	0.02904	5.84152E+17
2894	0.02902	5.84194E+17
2895	0.0289975	5.84236E+17
2896	0.02896	5.84279E+17
2897	0.02892	5.84321E+17
2898	0.02888	5.84363E+17
2899	0.02884	5.84405E+17
2900	0.0288025	5.84447E+17
2901	0.02878	5.84489E+17
2902	0.02876	5.84531E+17
2903	0.02874	5.84573E+17
2904	0.02872	5.84615E+17
2905	0.0286975	5.84657E+17
2906	0.02866	5.84699E+17
2907	0.02862	5.84741E+17
2908	0.02858	5.84782E+17
2909	0.02854	5.84824E+17
2910	0.0284975	5.84866E+17
2911	0.02844	5.84908E+17
2912	0.02838	5.84949E+17
2913	0.02832	5.84991E+17
2914	0.02826	5.85032E+17
2915	0.0282025	5.85073E+17
2916	0.02816	5.85115E+17
2917	0.02812	5.85156E+17
2918	0.02808	5.85197E+17
2919	0.02804	5.85238E+17
2920	0.028	5.8528E+17
2921	0.02796	5.85321E+17
2922	0.02792	5.85362E+17
2923	0.02788	5.85403E+17
2924	0.02784	5.85444E+17
2925	0.0278	5.85485E+17
2926	0.02776	5.85525E+17
2927	0.02772	5.85566E+17
2928	0.02768	5.85607E+17
2929	0.02764	5.85648E+17
2930	0.0275975	5.85688E+17
2931	0.02754	5.85729E+17
2932	0.02748	5.8577E+17
2933	0.02742	5.8581E+17
2934	0.02736	5.8585E+17
2935	0.0273025	5.85891E+17
2936	0.02726	5.85931E+17
2937	0.02722	5.85971E+17
2938	0.02718	5.86011E+17
2939	0.02714	5.86051E+17
2940	0.0270975	5.86092E+17
2941	0.02704	5.86132E+17
